Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Angela Constance (Scottish National Party) - Almond Valley,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",27,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-03-11 SPOKE: Parliamentary Bureau Motions ""There are three important points that I should address to Ms Chapman and the rest of the m"" [activity, not direction] | 2026-02-25 SPOKE: Criminal Justice Committee -- Subordinate Le ""No, I do not agree. The definition of sex that has been used relates to section 12 of the "" [activity, not direction] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2026-01-28 SPOKE: Portfolio Question Time ""The Cabinet Secretary for Social Justice has responsibility for equality and rights. Ms So"" [activity, not direction] | 2026-01-28 SPOKE: Portfolio Question Time ""I consider Ms Ewing a colleague and, indeed, a friend. I hope that she knows that, both pe"" [activity, not direction] | 2026-01-28 SPOKE: Correction ""Angela Constance has identified an error in her contribution and provided the following co"" [activity, not direction] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-26 SPOKE: Criminal Justice Committee -- Subordinate Le ""We are on the same page. The answer to that is no. Those who have committed an offence onl"" [activity, not direction] | 2025-11-2"
Maggie Chapman (Scottish Green Party) - North East Scotland,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",23,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed] | 2026-06-04 SPOKE: General Question Time ""To ask the Scottish Government what action it will take to address reported concerns that "" [activity, not direction] | 2026-05-27 QUESTION S7O-00013: ""To ask the Scottish Government what action it will take to address reported concerns that "" [activity, not direction] | 2026-03-11 SPOKE: Parliamentary Bureau Motions ""The Scottish Greens strongly oppose the SSI. Helena Kennedy and the misogyny working group"" [activity, not direction] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-12-02 SPOKE: Violence against Women and Girls ""Crucially, liberation requires men to do the work: to unlearn patriarchal entitlement; to "" [activity, not direction] | 2025-12-01 MOTION PROPOSED S6M-19970.3: Uniting Local and National Efforts Across Sectors to [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-03-27 MOTION PROPOSED S6M-16992: I"
Clare Adamson (Scottish National Party) - Motherwell and Wishaw,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",19,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-02 MOTION PROPOSED S7M-00237: Creating Safer Colleges – Strengthening Responses to [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-13 MOTION PROPOSED S6M-19702: Motherwell & Wishaw Inner Wheel Celebrates 78th Birt [no meaning line -- not placed] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 MOTION PROPOSED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minu"
Karen Adam (Scottish National Party) - Banffshire and Buchan Coast,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",19,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NOT VOTED: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-06-10 QUESTION S7O-00074: ""To ask the Scottish Government how it is ensuring that the justice system contributes to t"" [activity, not direction] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-04-29 SPOKE: Equalities, Human Rights and Civil Justice C ""Welcome back. Under agenda item 2, do members agree to take in private agenda items 4 and "" [activity, not direction] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spa"
Liam McArthur (Scottish Liberal Democrats) - Orkney Islands,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",19,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-se"
Jamie Hepburn (Scottish National Party) - Cumbernauld and Kilsyth,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",17,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-03-10 QUESTION S6W-44151: ""To ask the Scottish Government what progress it has made on the recommendation of the Crim"" [activity, not direction] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-05-27 MOTION PROPOSED S6M-17703: Designation of Lead Committee [no meaning line -- not placed] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Publi"
John Swinney (Scottish National Party) - Perthshire North,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",17,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NOT VOTED: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2026-01-15 SPOKE: First Minister’s Question Time ""The judgment of the Supreme Court is accepted by the Scottish Government. What we are doin"" [activity, not direction] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-04-24 SPOKE: First Minister’s Question Time ""The Scottish Government accepts the judgment of the Supreme Court. The Supreme Court ruled"" [activity, not direction] | 2025-04-24 SPOKE: First Minister’s Question Time ""The Official Report of the Parliament shows that Alison Harris said: “As a member of the E"" [activity, not direction] | 2025-04-24 SPOKE: First Minister’s Question Time ""I have set out that the Scottish Government accepts the judgment of the Supreme Court, whi"" [activity, not direction] | 2025-04-24 SPOKE: First Minister’s Question Time ""As the Supreme Court judgment narrates, there is a complex reconciliation of two pieces of"" [activity, not direction] "
David Torrance (Scottish National Party) - Kirkcaldy,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",16,,"2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-15 MOTION PROPOSED S7M-00362: Soroptimist International 90th Anniversary [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not p"
Fulton MacGregor (Scottish National Party) - Coatbridge and Chryston,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",16,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-06-13 MOTION CO-SIGNED S6M-13627: Congratulating Nadia Przekwas on Success at GB Junio [no meaning line -- not"
Kenneth Gibson (No Party Affiliation) - Cunninghame North,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",16,,"2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-06-16 VOTE NOT VOTED: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-09 MOTION CO-SIGNED S6M-20074: Support for Girlguiding Policy that Excludes Biologi [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-08-14 MOTION PROPOSED S6M-18532: Black Lives Matter: Sudan, the “World’s Largest and  [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spa"
Alex Cole-Hamilton (Scottish Liberal Democrats) - Edinburgh North Western,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",15,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-05-27 SPOKE: Urgent Question ""Christine Grahame suggests that the decision was taken on the basis of the need to balance"" [activity, not direction] | 2025-04-28 MOTION PROPOSED S6M-17358: Impact of Traveller Encampments and Local Authority  [no meaning line -- not placed] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2025-03-12 SPOKE: Single"
Colin Beattie (Scottish National Party) - Midlothian North,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",15,,"TARGET-SHAPED: chosen acts (motions signed or proposed) diverge from the whipped voting record -- the persuadable pattern | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-04-16 MOTION CO-SIGNED S6M-17234: Welcoming the Supreme Court’s Judgment on the Defini [+1: Signed a motion welcoming the For Women Scotland judgment on the day it was handed down -- that woman and sex ] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compli"
Stuart McMillan (Scottish National Party) - Inverclyde,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",15,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-17 SPOKE: Delegated Powers and Law Reform Committee -- ""Separately, the committee notes the Scottish Government’s statements in the explanatory an"" [activity, not direction] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE YES: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [-1: Voted to strip the operative wording from a motion protecting single-sex spaces and replace it with compliance] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- e"
Jackie Dunbar (Scottish National Party) - Aberdeen Donside,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",14,,"2026-08-10 MOTION PROPOSED S7M-00826: Aberdeen International Airport Becomes Stoma-friendl [no meaning line -- not placed] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-11-14 MOTION CO-SIGNED S6M-15466: Central Taekwondo Academy’s Continued Success [no meaning line -- not placed]"
Mark Ruskell (Scottish Green Party) - Mid Scotland and Fife,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",14,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed] | 2026-06-02 SPOKE: Summer of Sport ""It would be as exciting as the Olympics.For my part, I have just spent another slightly te"" [activity, not direction] | 2026-02-17 QUESTION S6W-43784: ""To ask the Scottish Government, in light of the UK Supreme Court’s judgment in For Women S"" [activity, not direction] | 2026-02-17 QUESTION S6W-43783: ""To ask the Scottish Government what action it is taking to support youth organisations to "" [activity, not direction] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-03-13 SPOKE: Portfolio Question Time ""I appreciate the sentiment of that response from the cabinet secretary, but the LGBTQ+ com"" [activity, not direction] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex pro"
Emma Roddick (Scottish National Party) - Inverness and Nairn,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",13,,"2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-12-18 MOTION PROPOSED S6M-15963: UHI Inverness Receives EmilyTest GBV Charter Award [no meaning line -- not placed] | 2024-12-17 SPOKE: Same-sex Marriage ""However, that does not mean that we should not try to take any small steps that are possib"" [activity, not direction] | 2024-12-09 MOTION PROPOSED S6M-15795: Caithness Pair Complete 16 Swims in 16 Days to Raise [no meaning line -- not placed] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed] | 2024-03-06 VOTE NOT "
